Note,"Commission regulations permit non-US-based NVOCCs to be licensed or unlicensed (See 46 CFR 515.11, 46 CFR 515.21, also Ocean Transportation Intermediary FAQs available on the Commission website under the FAQ and Notices button). On this listing, unlicensed non-US-based NVOCCs are designated with ** in the License No. field. Licensed non-US-based NVOCCs are included in this list with their license number in the License No. field."
Federal Maritime Commission,
Ocean Transportation Intermediaries (OTI) List,
Org. No.,Lic. No.,Renewal,NAME,Principal Address,Trade Name(s),Street Address 1,Street Address 2,City,State,Zip Code \ Postal Code,Country,Phone,China Bond Rider Effective Date,Latitude,Longitude
022081,022081,1/31/2025 12:00:00 AM,MAC INDUSTRIES INC.,"971 CALLE NEGOCIO, #100A SAN CLEMENTE, CA 92673 UNITED STATES",MAC CONTAINER LINE,"971 CALLE NEGOCIO,",#100A,SAN CLEMENTE,CA,92673,UNITED STATES,(949) 273-4344,11/26/2012 12:00:00 AM,33.4305,-117.6149
021635,021635,5/31/2023 12:00:00 AM,"MAINFREIGHT, INC.","1400 GLENN CURTISS ST CARSON, CA 90746 UNITED STATES",MAINLINE,1400 GLENN CURTISS ST,,CARSON,CA,90746,UNITED STATES,(310) 900-1974,8/28/2015 12:00:00 AM,33.85867,-118.2476
013021,013021,1/31/2023 12:00:00 AM,MAIRON INTERNATIONAL INC.,"19404 S. VERMONT AVENUE SUITE B201C TORRANCE, CA 90502 UNITED STATES",N/A,19404 S. VERMONT AVENUE,SUITE B201C,TORRANCE,CA,90502,UNITED STATES,(630) 616-8572,,33.93471,-118.3702
017153,017153,3/31/2024 12:00:00 AM,MANILA BOX CORPORATION,"3480 DIABLO AVENUE HAYWARD, CA 94545 UNITED STATES",N/A,3480 DIABLO AVENUE,,HAYWARD,CA,94545,UNITED STATES,(510) 887-2858,,37.63571,-122.1262
021627,010361,1/31/2024 12:00:00 AM,MAPCARGO GLOBAL LOGISTICS,"2501 SANTA FE AVENUE REDONDO BEACH, CA 90278 UNITED STATES",N/A,2501 SANTA FE AVENUE,,REDONDO BEACH,CA,90278,UNITED STATES,(310) 297-8300,,33.89024,-118.3639
020754,020754,4/30/2024 12:00:00 AM,MARCO POLO LOGISTICS (LAX) INC.,"16465 PHOEBE AVENUE LA MIRADA, CA 90638 UNITED STATES",N/A,16465 PHOEBE AVENUE,,LA MIRADA,CA,90638,UNITED STATES,(310) 536-9898,,33.90668,-118.0101
020753,020753,3/31/2024 12:00:00 AM,MARCO POLO LOGISTICS (SFO) INC.,"1799 BAYSHORE HIGHWAY SUITE 148 BURLINGAME, CA 94010 UNITED STATES",N/A,1799 BAYSHORE HIGHWAY,SUITE 148,BURLINGAME,CA,94010,UNITED STATES,(650) 615-9898,,37.66507,-122.4071
026846,026846,6/30/2024 12:00:00 AM,MARCO POLO WORLDWIDE INC.,"16465 PHOEBE AVE LA MIRADA, CA 90638 UNITED STATES",N/A,16465 PHOEBE AVE,,LA MIRADA,CA,90638,UNITED STATES,714-735-8282,,33.90668,-118.0101
028772,028772,2/28/2025 12:00:00 AM,"MARITIME LOGISTICS, INC.","633 W. FIFTH STREET SUITE 2800 LOS ANGELES, CA 90071 UNITED STATES",N/A,633 W. FIFTH STREET,SUITE 2800,LOS ANGELES,CA,90071,UNITED STATES,(855) 321-7333,,34.05204,-118.2571
027590,027590,10/31/2022 12:00:00 AM,"MARLIN LOGISTICS, INC.","3785 WILSHIRE BLVD.. SUITE 1810 LOS ANGELES, CA 90010 UNITED STATES",N/A,3785 WILSHIRE BLVD..,SUITE 1810,LOS ANGELES,CA,90010,UNITED STATES,(310) 626-5303,,34.06063,-118.3027
022548,022548,8/31/2024 12:00:00 AM,"MARSHAL FREIGHT, INC.","6030 RIVERSIDE DRIVE SUITE E CHINO, CA 91710 UNITED STATES",MARSHAL GLOBAL,6030 RIVERSIDE DRIVE,SUITE E,CHINO,CA,91710,UNITED STATES,(909) 591-0505,11/13/2018 12:00:00 AM,34.01921,-117.6734
009694,009694,4/30/2025 12:00:00 AM,"MARTIN TRANSPORTS INTERNATIONAL, INC.","18221 SOUTH SUSANA ROAD UNIT 1 RANCHO DOMINGUEZ, CA 90221 UNITED STATES",N/A,18221 SOUTH SUSANA ROAD,UNIT 1,RANCHO DOMINGUEZ,CA,90221,UNITED STATES,(310) 635-3604,,33.74243,-118.3685
004804,001690,10/31/2022 12:00:00 AM,"MARUZEN OF AMERICA, INC.","19640 RANCHO WAY DOMINGUEZ HILLS, CA 90220 UNITED STATES",MARUZEN CONTAINER LINES (USA),19640 RANCHO WAY,,DOMINGUEZ HILLS,CA,90220,UNITED STATES,(310) 637-8874,,33.85126,-118.2205
007671,002279,9/30/2022 12:00:00 AM,"MASTER FORWARDING NETWORK, INC.","3250 WILSHIRE BLVD. SUITE 2002 LOS ANGELES, CA 90010 UNITED STATES",TRANSOCEANIC CONTAINER LINES,3250 WILSHIRE BLVD.,SUITE 2002,LOS ANGELES,CA,90010,UNITED STATES,(213) 739-2092,,34.06108,-118.2933
016631,016631,1/31/2023 12:00:00 AM,"MASTERS FREIGHT LINE, INC.","335 E. ALBERTONI ST., #200-318 CARSON, CA 90746 UNITED STATES",MASTER FREIGHT LINE,"335 E. ALBERTONI ST., #200-318",,CARSON,CA,90746,UNITED STATES,(310) 515-0071,,33.86734,-118.2745
024299,020784,4/30/2025 12:00:00 AM,"MATSON LOGISTICS, INC.","555 12TH STREET 7TH FLOOR OAKLAND, CA 94607 UNITED STATES",N/A,555 12TH STREET,7TH FLOOR,OAKLAND,CA,94607,UNITED STATES,(510) 628-4509,,37.80378,-122.2753
024476,024476,6/30/2022 12:00:00 AM,"MATUS INTERNATIONAL, INC.","1120 DE FOREST AVENUE LONG BEACH, CA 90813 UNITED STATES",N/A,1120 DE FOREST AVENUE,,LONG BEACH,CA,90813,UNITED STATES,(562) 435-5200,,33.96705,-118.3668
026376,026376,6/30/2025 12:00:00 AM,"MAX IGL, INC.","1250 W. ARTESIA BOULEVARD COMPTON, CA 90220 UNITED STATES",N/A,1250 W. ARTESIA BOULEVARD,,COMPTON,CA,90220,UNITED STATES,(310) 627-4720,,33.89066,-118.239
017256,017256,6/30/2024 12:00:00 AM,"MAX OSHIMA, INC.","1480 BEACHEY PLACE CARSON, CA 90746 UNITED STATES",MAXWAY FREIGHT SYSTEMS,1480 BEACHEY PLACE,,CARSON,CA,90746,UNITED STATES,(310) 608-0000,,33.86181,-118.2446
019903,019903,3/31/2025 12:00:00 AM,"MAXFREIGHT INTERNATIONAL LOGISTICS, INC.","411 NORTH OAK STREET INGLEWOOD, CA 90302 UNITED STATES",N/A,411 NORTH OAK STREET,,INGLEWOOD,CA,90302,UNITED STATES,(310) 337-1488,11/14/2018 12:00:00 AM,33.95466,-118.3614
027662,027662,2/28/2024 12:00:00 AM,MAXTON SHIPPING INC.,"3555 CINCINNATI AVENUE ROCKLIN, CA 95765 UNITED STATES",N/A,3555 CINCINNATI AVENUE,,ROCKLIN,CA,95765,UNITED STATES,(650) 410-8900,,38.79083,-121.2347
028040,028040,10/31/2024 12:00:00 AM,MBR LOGISTICS INC,"332 S ROSEMEAD BLVD. PASADENA, CA 91107 UNITED STATES",N/A,332 S ROSEMEAD BLVD.,,PASADENA,CA,91107,UNITED STATES,(631) 600-0522,,34.151,-118.0889
027323,027323,3/31/2023 12:00:00 AM,MCB LOGISTICS INC.,"1401 S. SANTA FE AVENUE COMPTON, CA 90221 UNITED STATES",N/A,1401 S. SANTA FE AVENUE,,COMPTON,CA,90221,UNITED STATES,(323) 892-8509,,33.89732,-118.2037
025979,025979,9/30/2022 12:00:00 AM,MD SHIPPING,"9363 PITKIN STREET ROSEMEAD, CA 91770 UNITED STATES",N/A,9363 PITKIN STREET,,ROSEMEAD,CA,91770,UNITED STATES,(626) 463-8423,,34.06577,-118.0853
027911,027911,1/31/2023 12:00:00 AM,"MDH INTERNATIONAL, INC.","1011 HARBOR VILLAGE DRIVE SUITE C HARBOR CITY, CA 90710 UNITED STATES",GOLDEN LION LOGISTICS,1011 HARBOR VILLAGE DRIVE,SUITE C,HARBOR CITY,CA,90710,UNITED STATES,(213) 718-2615,,33.797,-118.2991
027763,027763,3/31/2024 12:00:00 AM,ME SHIPPING LLC,"14452 S. AVALON BLVD. GARDENA, CA 90248 UNITED STATES",N/A,14452 S. AVALON BLVD.,,GARDENA,CA,90248,UNITED STATES,(310) 417-6300,,33.87451,-118.2893
016279,016279,9/30/2022 12:00:00 AM,MEITETSU EXPRESS U.S.A. CORPORATION,"901 WEST ARBOR VITAE STREET INGLEWOOD, CA 90301 UNITED STATES",N/A,901 WEST ARBOR VITAE STREET,,INGLEWOOD,CA,90301,UNITED STATES,(310) 417-5356,,33.95307,-118.3722
022677,022677,7/31/2025 12:00:00 AM,"MER LOGIS, INC.","8183 HAVASU CIR. BUENA PARK, CA 90621 UNITED STATES",N/A,8183 HAVASU CIR.,,BUENA PARK,CA,90621,UNITED STATES,(310) 324-8800,,33.84374,-118.2648
020419,020419,9/30/2023 12:00:00 AM,"MERCURY CARGO SERVICES, INC.","12340 COHASSET STREET NORTH HOLLYWOOD, CA 91605 UNITED STATES",N/A,12340 COHASSET STREET,,NORTH HOLLYWOOD,CA,91605,UNITED STATES,(818) 908-0789,,34.22004,-118.4503
024914,024914,4/30/2023 12:00:00 AM,MERIDIAN FREIGHT INC.,"28310 ROADSIDE DR. SUITE 237 AGOURA HILLS, CA 91301 UNITED STATES",N/A,28310 ROADSIDE DR.,SUITE 237,AGOURA HILLS,CA,91301,UNITED STATES,(786) 397-3888,,34.15716,-118.7572
025357,025357,7/31/2024 12:00:00 AM,"MERIT INTERNATIONAL TRANSPORT, INC.","330 SOUTH GARFIELD AVENUE SUITE 120 ALHAMBRA, CA 91801 UNITED STATES",N/A,330 SOUTH GARFIELD AVENUE,SUITE 120,ALHAMBRA,CA,91801,UNITED STATES,(626)289-9025,,34.09143,-118.1293
024617,024617,7/31/2023 12:00:00 AM,METRO BOX CARGO LLC,"29450 UNION CITY BLVD. UNION CITY, CA 94587 UNITED STATES",N/A,29450 UNION CITY BLVD.,,UNION CITY,CA,94587,UNITED STATES,(520) 293-0167,,37.62567,-122.119
021644,021644,4/30/2024 12:00:00 AM,MGL (USA) INC.,"4010 VALLEY BLVD. SUITE 103 WALNUT, CA 91789 UNITED STATES",N/A,4010 VALLEY BLVD.,SUITE 103,WALNUT,CA,91789,UNITED STATES,(909) 598-2212,,33.9846,-117.8473
024608,024608,8/31/2022 12:00:00 AM,MGL INTERNATIONAL GROUP INC.,"20488 CARREY ROAD WALNUT, CA 91789 UNITED STATES",MEGA GRACE LOGISTICS,20488 CARREY ROAD,,WALNUT,CA,91789,UNITED STATES,(626) 991-8630,,33.97637,-117.8491
028134,028134,4/30/2023 12:00:00 AM,MICIELO LOGISTICS CORPORATION,"4425 S. SOTO STREET VERNON, CA 90058 UNITED STATES",N/A,4425 S. SOTO STREET,,VERNON,CA,90058,UNITED STATES,(323) 610-6899,,33.99734,-118.2354
014184,014184,4/30/2025 12:00:00 AM,"MIDWAY FREIGHT SYSTEMS, INC.","18001 S. FIGUEROA STREET SUITE F GARDENA, CA 90248 UNITED STATES",RAMSES LOGISTICS USA CO.,18001 S. FIGUEROA STREET,SUITE F,GARDENA,CA,90248,UNITED STATES,(310) 523-1500,,33.86562,-118.317
014421,014421,1/31/2023 12:00:00 AM,"MIGHTY FREIGHT, INC.","2550 CORPORATE PLACE SUITE C-103 MONTERY PARK, CA 91754 UNITED STATES","INTERNATIONAL CONSOLIDATION EXPRESS, INC.",2550 CORPORATE PLACE,SUITE C-103,MONTERY PARK,CA,91754,UNITED STATES,(323)264-2888,,34.05341,-118.1271
027268,026766,6/30/2024 12:00:00 AM,MILLAT TRADERS INC.,"20925 ROSCOE BLVD. SUITE 8 CANOGA PARK, CA 91304 UNITED STATES",MILLAT TRADERS OCEAN TRANS,20925 ROSCOE BLVD.,SUITE 8,CANOGA PARK,CA,91304,UNITED STATES,(818) 606-8433,,34.21967,-118.6111
024581,024581,1/31/2025 12:00:00 AM,MIRAGROWN LOGISTICS CORPORATION,"3525 LOMITA BLVD. SUITE 103 TORRANCE, CA 90505 UNITED STATES",LUCKY CONSOL INC.,3525 LOMITA BLVD.,SUITE 103,TORRANCE,CA,90505,UNITED STATES,(310) 787-8707,,33.8313,-118.3257
005966,003617,7/31/2023 12:00:00 AM,MITSUI-SOKO (U.S.A.) INCORPORATED,"1651 GLENN CURTISS STREET CARSON, CA 90746 UNITED STATES",N/A,1651 GLENN CURTISS STREET,,CARSON,CA,90746,UNITED STATES,(310) 639-3060,,33.86175,-118.2401
025178,025178,8/31/2022 12:00:00 AM,"MJS EXECUTIVE ENTERPRISES, INC.","120 BIRMINGHAM DRIVE SUITE 120A CARDIFF BY THE SEA, CA 92007 UNITED STATES",TEAM SIX INTERNATIONAL,120 BIRMINGHAM DRIVE,SUITE 120A,CARDIFF BY THE SEA,CA,92007,UNITED STATES,(760) 579-7325,,33.02526,-117.2744
029960,029960,10/31/2024 12:00:00 AM,ML FREIGHT COMPANY,"618 S. BREA CANYON ROAD SUITE I DIAMOND BAR, CA 91789 UNITED STATES",N/A,618 S. BREA CANYON ROAD,SUITE I,DIAMOND BAR,CA,91789,UNITED STATES,(626) 757-5513,,34.01662,-117.8578
019434,019434,4/30/2023 12:00:00 AM,"MOBILITY EXPRESS, LLC","474 WIMBLEDON AVENUE SALINAS, CA 93906 UNITED STATES",N/A,474 WIMBLEDON AVENUE,,SALINAS,CA,93906,UNITED STATES,(831) 262-5304,,36.71444,-121.6394
025401,025401,1/31/2025 12:00:00 AM,MOMENTUM INTERNATIONAL LLC,"4508 ATLANTIC AVENUE SUITE 785 LONG BEACH, CA 90807 UNITED STATES",MOMENTUM SHIPPING,4508 ATLANTIC AVENUE,SUITE 785,LONG BEACH,CA,90807,UNITED STATES,(562) 481-3355,,33.83071,-118.1809
017868,017868,8/31/2024 12:00:00 AM,MOMENTUM LOGISTICS CORP.,"13353 ALONDRA BLVD. SUITE 212 SANTA FE SPRINGS, CA 90670 UNITED STATES",N/A,13353 ALONDRA BLVD.,SUITE 212,SANTA FE SPRINGS,CA,90670,UNITED STATES,(562) 921-0011,,33.88796,-118.0473
020289,020289,9/30/2022 12:00:00 AM,MON CARGO SERVICES INCORPORATED,"15067 WICKS BLVD. SAN LEANDRO, CA 94577 UNITED STATES",N/A,15067 WICKS BLVD.,,SAN LEANDRO,CA,94577,UNITED STATES,(510) 636-4743,,37.69133,-122.163
021053,021053,3/31/2024 12:00:00 AM,MOON J. HAN,"130 NORTH BRAND BLVD. SUITE 307 GLENDALE, CA 91203 UNITED STATES",AMBER FREIGHT SHIPPING LINES,130 NORTH BRAND BLVD.,SUITE 307,GLENDALE,CA,91203,UNITED STATES,(818) 502-5055,,34.14756,-118.2546
028048,028048,8/31/2024 12:00:00 AM,MOREPRO CO.,"2845 E. HOWLETT LANE ONTARIO, CA 91762 UNITED STATES",N/A,2845 E. HOWLETT LANE,,ONTARIO,CA,91762,UNITED STATES,(626) 297-1267,,34.05841,-117.6665
027676,027676,6/30/2025 12:00:00 AM,MORO FREIGHT INTERNATIONAL INC,"1879 LUNDY AVE SUITE 263 SAN JOSE, CA 95131 UNITED STATES",N/A,1879 LUNDY AVE,SUITE 263,SAN JOSE,CA,95131,UNITED STATES,(323) 697-4788,,37.38637,-121.88
005499,004629,9/30/2023 12:00:00 AM,MORRISON EXPRESS CORPORATION (U.S.A.),"2000 SOUTH HUGHES WAY EL SEGUNDO, CA 90245 UNITED STATES",N/A,2000 SOUTH HUGHES WAY,,EL SEGUNDO,CA,90245,UNITED STATES,(310) 322-8999,11/23/2012 12:00:00 AM,33.9082,-118.3911
027259,025846,6/30/2024 12:00:00 AM,MOVE EXPRESS GROUP,"15327 SOUTH SAN PEDRO STREET GARDENA, CA 90248 UNITED STATES",N/A,15327 SOUTH SAN PEDRO STREET,,GARDENA,CA,90248,UNITED STATES,(424) 571-5071,,33.87451,-118.2893
015703,015703,3/31/2025 12:00:00 AM,"MSD LINE, INC.","19515 SOUTH VERMONT AVENUE TORRANCE, CA 90502 UNITED STATES",N/A,19515 SOUTH VERMONT AVENUE,,TORRANCE,CA,90502,UNITED STATES,(310) 416-8602,,33.85368,-118.2913
028403,028403,3/31/2025 12:00:00 AM,MSK LOGISTICS,"500 W. 140TH ST BUILDING D GARDENA, CA 90248 UNITED STATES",N/A,500 W. 140TH ST,BUILDING D,GARDENA,CA,90248,UNITED STATES,(626) 757-2994,,33.87451,-118.2893
020054,020054,4/30/2024 12:00:00 AM,"MTGLOBAL, INC.","259 EAST REDONDO BEACH BLVD. GARDENA, CA 90248 UNITED STATES",N/A,259 EAST REDONDO BEACH BLVD.,,GARDENA,CA,90248,UNITED STATES,(310) 767-1770,12/29/2016 12:00:00 AM,33.89307,-118.2725
026659,026659,9/30/2024 12:00:00 AM,MTR EXPRESS INC.,"833 MAHLER ROAD.  UNIT 18 BURLINGAME, CA 94010 UNITED STATES",N/A,833 MAHLER ROAD. ,UNIT 18,BURLINGAME,CA,94010,UNITED STATES,(650) 872-3833,,37.57589,-122.363
016881,016881,1/31/2025 12:00:00 AM,"MULTI ADVANCED TRANS., INC.","23705 CRENSHAW BLVD. SUITE 103 TORRANCE, CA 90505 UNITED STATES",MAT U.S.A.,23705 CRENSHAW BLVD.,SUITE 103,TORRANCE,CA,90505,UNITED STATES,13102668732,,33.80953,-118.3287
007929,007929,9/30/2023 12:00:00 AM,MYUNG KEE KWON,"1234 STANLEY AVENUE SUITE 104 GLENDALE, CA 91206 UNITED STATES",ALLIANCE TRANSPORT CO.,1234 STANLEY AVENUE,SUITE 104,GLENDALE,CA,91206,UNITED STATES,(310) 326-2135,,33.81166,-118.3285
013514,003135,5/31/2023 12:00:00 AM,N & N SAFEWAY SHIPPING COMPANY,"3025 EAST VICTORIA STREET COMPTON, CA 90221 UNITED STATES",N/A,3025 EAST VICTORIA STREET,,COMPTON,CA,90221,UNITED STATES,(562) 983-2016,,33.87432,-118.2598
009599,009599,9/30/2022 12:00:00 AM,"NANKAI TRANSPORT INTERNATIONAL (USA), INC.","18720 CRENSHAW BLVD. TORRANCE, CA 90504 UNITED STATES",N/A,18720 CRENSHAW BLVD.,,TORRANCE,CA,90504,UNITED STATES,(310) 817-6064,,33.86115,-118.3264
016197,016197,7/31/2025 12:00:00 AM,"NARITA LINE, INC.","2411 HILLMAN LANE ROWLAND HEIGHTS, CA 91748 UNITED STATES",N/A,2411 HILLMAN LANE,,ROWLAND HEIGHTS,CA,91748,UNITED STATES,(310) 918-9838,,33.82122,-118.2542
029703,029703,3/31/2025 12:00:00 AM,NATIONAL CARGO SERVICE INC.,"2225 W. COMMONWEALTH AVE., SUITE 311 ALHAMBRA, CA 91803 UNITED STATES",N/A,"2225 W. COMMONWEALTH AVE., SUITE 311",,ALHAMBRA,CA,91803,UNITED STATES,(818) 274-1188,,34.07451,-118.1434
017444,017444,4/30/2024 12:00:00 AM,"NATIONAL SHIPPING LINES, INC.","228 EAST HARRIS AVENUE SOUTH SAN FRANCISCO, CA 94080 UNITED STATES",N/A,228 EAST HARRIS AVENUE,,SOUTH SAN FRANCISCO,CA,94080,UNITED STATES,(650) 242-0797,,37.65046,-122.3993
027073,017699,9/30/2022 12:00:00 AM,NAX USA LOGISTICS,"5343 W. IMPERIAL HIGHWAY SUITE #100 LOS ANGELES, CA 90045 UNITED STATES","NAX (USA), INC., KRN LOGISTICS, NAKAMURA AIR EXPRESS (U.S.A.), INC.",5343 W. IMPERIAL HIGHWAY,SUITE #100,LOS ANGELES,CA,90045,UNITED STATES,(310) 258-8580,,33.96307,-118.3941
027158,027158,8/31/2024 12:00:00 AM,NCL INTERNATIONAL LOGISTICS USA INC.,"7372 WALNUT AVENUE SUITE W BUENA PARK, CA 90620 UNITED STATES",N/A,7372 WALNUT AVENUE,SUITE W,BUENA PARK,CA,90620,UNITED STATES,(714) 735-8004,,33.84061,-118.0114
028796,024312,2/28/2023 12:00:00 AM,NDA LOGISTICS CORP.,"12911 SIMMS AVE HAWTHORNE, CA 90250 UNITED STATES",N/A,12911 SIMMS AVE,,HAWTHORNE,CA,90250,UNITED STATES,(310) 342-9968,,33.91322,-118.347
007561,003148,8/31/2024 12:00:00 AM,NEDRAC INCORPORATED,"77933 LAS MONTANAS ROAD SUITE 205-B PALM DESERT, CA 92211 UNITED STATES","NEDRAC CONTAINER LINES, BOONMA INTERNATIONAL CONTAINER LINES",77933 LAS MONTANAS ROAD,SUITE 205-B,PALM DESERT,CA,92211,UNITED STATES,(760) 345-9621,2/21/2013 12:00:00 AM,33.7611,-116.3249
028569,028569,9/30/2024 12:00:00 AM,NEOTRANS SHIPPING INC.,"28000 S. WESTERN AVENUE 321 SAN PEDRO, CA 90732 UNITED STATES",N/A,28000 S. WESTERN AVENUE,321,SAN PEDRO,CA,90732,UNITED STATES,(310) 913-3893,,33.74495,-118.3106
021169,021169,9/30/2024 12:00:00 AM,NEPTUNE SHIPPING LIMITED,"13300 CROSSROADS PKWY NORTH SUITE 165 CITY OF INDUSTRY, CA 91746 UNITED STATES",N/A,13300 CROSSROADS PKWY NORTH,SUITE 165,CITY OF INDUSTRY,CA,91746,UNITED STATES,(626) 442-8049,11/23/2012 12:00:00 AM,34.07169,-118.0579
020077,020077,7/31/2025 12:00:00 AM,"NETWORK SHIPPING INTERNATIONAL, INC.","17150 NORWALK BLVD SUITE 115 CERRITOS, CA 90703 UNITED STATES",PILLAR TRANS CALIFORNIA,17150 NORWALK BLVD,SUITE 115,CERRITOS,CA,90703,UNITED STATES,562-474-1617,,33.86061,-118.3091
020807,020807,7/31/2025 12:00:00 AM,"NEW CENTURY LOGISTICS, INC.","840 WEST 12TH STREET LONG BEACH, CA 90813 UNITED STATES",N/A,840 WEST 12TH STREET,,LONG BEACH,CA,90813,UNITED STATES,(562) 590-0800,,33.78095,-118.2033
020480,020480,10/31/2022 12:00:00 AM,"NEW HORIZON SHIPPING, INC.","27601 FORBES ROAD SUITE 42 LAGUNA NIGUEL, CA 92677 UNITED STATES",N/A,27601 FORBES ROAD,SUITE 42,LAGUNA NIGUEL,CA,92677,UNITED STATES,(949) 363-1166,,33.56256,-117.6751
008177,004042,2/28/2024 12:00:00 AM,NEW K.S.A.I. INC.,"3109 LOMITA BLVD. TORRANCE, CA 90505 UNITED STATES","KSA AMERICA LINE, KSA AMERICA INC.",3109 LOMITA BLVD.,,TORRANCE,CA,90505,UNITED STATES,(310) 325-7577,,33.81149,-118.341
022533,022533,3/31/2023 12:00:00 AM,"NEW PACIFIC ALLIANCE, INC.","625 WEST VICTORIA STREET COMPTON, CA 90220 UNITED STATES",N/A,625 WEST VICTORIA STREET,,COMPTON,CA,90220,UNITED STATES,(310) 762-2922,,33.86796,-118.2326
029795,029795,5/31/2025 12:00:00 AM,NEW SUN LOGISTICS INC,"261 E. REDONDO BEACH BLVD. GARDENA, CA 90248 UNITED STATES",N/A,261 E. REDONDO BEACH BLVD.,,GARDENA,CA,90248,UNITED STATES,(424) 344-2028,,33.87451,-118.2893
018757,018757,7/31/2024 12:00:00 AM,"NEWAY LOGISTICS, INC.","2370 W. CARSON STREET SUITE 200 TORRANCE, CA 90501 UNITED STATES",N/A,2370 W. CARSON STREET,SUITE 200,TORRANCE,CA,90501,UNITED STATES,(310) 665-9033,,33.94617,-118.3882
017785,017785,5/31/2025 12:00:00 AM,NEWHOPE LOGISTICS INC.,"1080 N. ARGONIA WALNUT, CA 91789 UNITED STATES",N/A,1080 N. ARGONIA,,WALNUT,CA,91789,UNITED STATES,3104136558,,34.03475,-117.8768
016529,016529,9/30/2023 12:00:00 AM,NEWMARK SHIPPING LTD.,"20705 S. WESTERN AVENUE SUITE 208 TORRANCE, CA 90501 UNITED STATES","R S FREIGHT, INC., R S F INC.",20705 S. WESTERN AVENUE,SUITE 208,TORRANCE,CA,90501,UNITED STATES,(310) 782-7103,,33.83762,-118.3643
020895,020895,5/31/2025 12:00:00 AM,"NEWPORT CONTAINER LINE, INC.","5250 W. CENTURY BLVD. SUITE 602 LOS ANGELES, CA 90045 UNITED STATES",N/A,5250 W. CENTURY BLVD.,SUITE 602,LOS ANGELES,CA,90045,UNITED STATES,(310) 670-0401,,33.94517,-118.3717
026057,026057,7/31/2024 12:00:00 AM,"NEWPORT PARAGON LINE, INC.","3377 CALIFORNIA AVENUE SIGNAL HILL, CA 90755 UNITED STATES",N/A,3377 CALIFORNIA AVENUE,,SIGNAL HILL,CA,90755,UNITED STATES,(310) 678-0233,,33.8037,-118.1688
019748,019748,8/31/2024 12:00:00 AM,"NEWSKIN EXPRESS, INC.","400 CRENSHAW BLVD. SUITE 109 TORRANCE, CA 90503 UNITED STATES","NSK LOGISTICS, INC.",400 CRENSHAW BLVD.,SUITE 109,TORRANCE,CA,90503,UNITED STATES,(310) 212-1100,,33.84422,-118.3284
027668,027668,8/31/2024 12:00:00 AM,"NEWSUN DYNAMICS, INC.","127 S. RAMONA AVENUE SUITE A MONTEREY PARK, CA 91754 UNITED STATES",NEWSUN INTERNATIONAL,127 S. RAMONA AVENUE,SUITE A,MONTEREY PARK,CA,91754,UNITED STATES,(626) 789-1033,,34.05341,-118.1271
023524,023524,4/30/2023 12:00:00 AM,"NEWTRANS OVERSEAS, INC","9690 TELSTAR AVENUE SUITE 206 EL MONTE, CA 91731 UNITED STATES",N/A,9690 TELSTAR AVENUE,SUITE 206,EL MONTE,CA,91731,UNITED STATES,(310) 215-8901,,33.95486,-118.3967
024688,024688,8/31/2022 12:00:00 AM,NEXT GENERATION LOGISTICS INC,"3041 EAST VIA MONDO RANCHO DOMINGUEZ, CA 90221 UNITED STATES",N/A,3041 EAST VIA MONDO,,RANCHO DOMINGUEZ,CA,90221,UNITED STATES,(626) 241-2510,,33.8946,-118.17
026498,026498,8/31/2022 12:00:00 AM,NH SERVICES LLC,"21325 SUPERIOR STREET CHATSWORTH, CA 91311 UNITED STATES",N/A,21325 SUPERIOR STREET,,CHATSWORTH,CA,91311,UNITED STATES,(818) 435-3985,4/12/2019 12:00:00 AM,34.25825,-118.5914
013498,003115,5/31/2023 12:00:00 AM,"NIK TRANSPORT, INC.","10330 PIONEER BLVD. SUITE 100 & 160 SANTA FE SPRINGS, CA 90670 UNITED STATES",N/A,10330 PIONEER BLVD.,SUITE 100 & 160,SANTA FE SPRINGS,CA,90670,UNITED STATES,(562) 758-9600,,33.99071,-117.9277
027847,027847,7/31/2024 12:00:00 AM,NINE DRAGON GLOBAL LOGISTICS CORP.,"119 NORTH SUNSET AVENUE CITY OF INDUSTRY, CA 91744 UNITED STATES",N/A,119 NORTH SUNSET AVENUE,,CITY OF INDUSTRY,CA,91744,UNITED STATES,(562) 881-9654,,34.02943,-117.9341
001552,001647,7/31/2024 12:00:00 AM,"NISSIN INTERNATIONAL TRANSPORT U.S.A., INC.","1540 WEST 190TH STREET TORRANCE, CA 90501 UNITED STATES",N/A,1540 WEST 190TH STREET,,TORRANCE,CA,90501,UNITED STATES,(310) 222-5850,,33.85832,-118.3055
012410,012410,10/31/2023 12:00:00 AM,NOBLE SHIPPING CORPORATION,"1455 MONTEREY PASS ROAD SUITE 205 MONTEREY PARK, CA 91754 UNITED STATES",N/A,1455 MONTEREY PASS ROAD,SUITE 205,MONTEREY PARK,CA,91754,UNITED STATES,(714) 454-5836,,34.04495,-118.1624
005335,002435,5/31/2023 12:00:00 AM,"NORMAN KRIEGER, INC.","5000 EAST SPRING STREET SUITE 250 LONG BEACH, CA 90815 UNITED STATES",KRIEGER SEA SERVICES,5000 EAST SPRING STREET,SUITE 250,LONG BEACH,CA,90815,UNITED STATES,(310) 668-5741,4/17/2015 12:00:00 AM,33.83319,-118.2591
