Ocean Transportation Intermediaries (OTI) List,
Federal Maritime Commission,
Org. No.,Lic. No.,Renewal,Name,Principal Address,Trade Name(s),Street Address 1,Street Address 2,City,State,Zip Code \ Postal Code,Country,Phone,Latitude,Longitude
021323,021323,3/31/2023 12:00:00 AM,"C.T. FREIGHT USA, INC.","5343 WEST IMPERIAL HIGHWAY SUITE 100 LOS ANGELES, CA 90045 UNITED STATES",N/A,5343 WEST IMPERIAL HIGHWAY,SUITE 100,LOS ANGELES,CA,90045,UNITED STATES,(310) 320-1888,33.83875,-118.2812
025496,025496,6/30/2025 12:00:00 AM,C2C INTERNATIONAL LOGISTICS INC,"671 WHITNEY STREET SAN LEANDRO, CA 94577 UNITED STATES",N/A,671 WHITNEY STREET,,SAN LEANDRO,CA,94577,UNITED STATES,(510) 483-1818,37.72047,-122.1587
022888,022888,8/31/2022 12:00:00 AM,"CACC GLOBAL LOGISTICS, INC.","11705 DEPUTY YAMAMOTO PLACE SUITE F LYNWOOD, CA 90262 UNITED STATES",N/A,11705 DEPUTY YAMAMOTO PLACE,SUITE F,LYNWOOD,CA,90262,UNITED STATES,(310) 763-7666,33.88018,-118.2489
012143,002094,4/30/2025 12:00:00 AM,"C-AIR INTERNATIONAL, INC.","5901 W. CENTURY BLVD. SUITE 1400 LOS ANGELES, CA 90045 UNITED STATES",N/A,5901 W. CENTURY BLVD.,SUITE 1400,LOS ANGELES,CA,90045,UNITED STATES,(310) 695-3400,33.93208,-118.3697
024437,024437,7/31/2023 12:00:00 AM,CANAAN SHIPPING USA LLC,"100 OCEANGATE 12TH FLOOR LONG BEACH, CA 90802 UNITED STATES",N/A,100 OCEANGATE,12TH FLOOR,LONG BEACH,CA,90802,UNITED STATES,(562) 628-5508,33.76665,-118.1988
023459,023459,9/30/2024 12:00:00 AM,CAPITAL FREIGHT MANAGEMENT INC.,"1111 CORPORATE CENTER DRIVE SUITE 203 MONTEREY PARK, CA 91754 UNITED STATES","AGILENT FORWARDING SERVICES, KIC GROUP",1111 CORPORATE CENTER DRIVE,SUITE 203,MONTEREY PARK,CA,91754,UNITED STATES,(323) 261-4037,34.04876,-118.1613
015968,004631,1/31/2023 12:00:00 AM,CARGO CARGO LOGISTICS INC.,"2710 E. EL PRESIDIO STREET CARSON, CA 90810 UNITED STATES",CARGO CARGO,2710 E. EL PRESIDIO STREET,,CARSON,CA,90810,UNITED STATES,(310) 768-8368,33.841,-118.216
018146,18146,6/30/2024 12:00:00 AM,"CARGO GATE INTERNATIONAL, INC.","2441 W. 205TH STREET SUITE #C200B TORRANCE, CA 90501 UNITED STATES","TRANS WORLD LOGISTICS, INC.",2441 W. 205TH STREET,SUITE #C200B,TORRANCE,CA,90501,UNITED STATES,(310) 222-8767,33.84222,-118.3099
022880,022880,10/31/2022 12:00:00 AM,"CARGO INFINITY USA, INC.","7422 GARVEY AVENUE SUITE 301 ROSEMEAD, CA 91770 UNITED STATES",N/A,7422 GARVEY AVENUE,SUITE 301,ROSEMEAD,CA,91770,UNITED STATES,(626) 202-1228,34.06786,-118.0634
015254,4472,2/28/2025 12:00:00 AM,"CARGO INTERNATIONAL FORWARDERS & NVOCC, INC.","3114 VIA MONDO RANCHO DOMINGUEZ, CA 90221 UNITED STATES",N/A,3114 VIA MONDO,,RANCHO DOMINGUEZ,CA,90221,UNITED STATES,(323) 587-6637,33.98972,-118.2193
026824,026824,4/30/2023 12:00:00 AM,CARGO LINK USA LLC,"8811 GARVEY AVENUE #206 ROSEMEAD, CA 91770 UNITED STATES",N/A,8811 GARVEY AVENUE,#206,ROSEMEAD,CA,91770,UNITED STATES,(626) 545-2212,34.06577,-118.0853
016581,016581,1/31/2025 12:00:00 AM,"CARGO MARITIME, INC.","5777 W. CENTURY BLVD. SUITE 1755 LOS ANGELES, CA 90045 UNITED STATES",N/A,5777 W. CENTURY BLVD.,SUITE 1755,LOS ANGELES,CA,90045,UNITED STATES,310-670-5000,33.94704,-118.3827
024509,024509,9/30/2022 12:00:00 AM,CARGO MODULES LLC,"2510 W 237TH STREET SUITE 106 TORRANCE, CA 90505 UNITED STATES",N/A,2510 W 237TH STREET,SUITE 106,TORRANCE,CA,90505,UNITED STATES,(310) 809-0961,33.77802,-118.395
004946,001188,8/31/2022 12:00:00 AM,CARMICHAEL INTERNATIONAL SERVICE,"1200 CORPORATE CENTER DR STE 200 MONTEREY PARK, CA 91754 UNITED STATES",C.I. CONTAINER LINE,1200 CORPORATE CENTER DR,STE 200,MONTEREY PARK,CA,91754,UNITED STATES,(213) 401-3614,34.06891,-118.2616
021680,021680,10/31/2022 12:00:00 AM,"CARONEX WORLDWIDE, INC.","6301 BEACH BLVD. SUITE 227 BUENA PARK, CA 90621 UNITED STATES",N/A,6301 BEACH BLVD.,SUITE 227,BUENA PARK,CA,90621,UNITED STATES,(714) 522-2911,33.86901,-117.9983
024041,024041,1/31/2024 12:00:00 AM,CARRYTECH LLC,"770 THE CITY DRIVE SOUTH SUITE 8450 ORANGE, CA 92868 UNITED STATES",N/A,770 THE CITY DRIVE SOUTH,SUITE 8450,ORANGE,CA,92868,UNITED STATES,(714) 313-0266,33.77584,-117.8903
025286,025286,6/30/2025 12:00:00 AM,"CARS USA SHIPPING, LLC","15205 SOUTH MAIN STREET GARDENA, CA 90248 UNITED STATES",N/A,15205 SOUTH MAIN STREET,,GARDENA,CA,90248,UNITED STATES,(310) 695-6403,33.87451,-118.2893
025652,025652,2/28/2024 12:00:00 AM,"CATHAY OCEAN GLOBAL SHIPPING LINE, LTD.","330 E. ORANGETHORPE AVENUE SUITE J PLACENTIA, CA 92870 UNITED STATES",N/A,330 E. ORANGETHORPE AVENUE,SUITE J,PLACENTIA,CA,92870,UNITED STATES,(626) 780-7704,33.881,-117.8553
020591,020591,1/31/2025 12:00:00 AM,"CEDARS EXPRESS INTERNATIONAL, INC.","2751 EAST EL PRESIDIO STREET CARSON, CA 90810 UNITED STATES",N/A,2751 EAST EL PRESIDIO STREET,,CARSON,CA,90810,UNITED STATES,(310) 608-0603,33.84228,-118.2149
026921,026921,1/31/2023 12:00:00 AM,CELESTIAL FREIGHT SOLUTIONS INC.,"11630 PIKE STREET SANTA FE SPRINGS, CA 90670 UNITED STATES",N/A,11630 PIKE STREET,,SANTA FE SPRINGS,CA,90670,UNITED STATES,(323) 980-9071,33.94641,-118.0838
023675,023675,5/31/2025 12:00:00 AM,"CENTRO MARINE FREIGHT FORWARD, LLC","4221 WILSHIRE BLVD. SUITE 290-5 LOS ANGELES, CA 90010 UNITED STATES",N/A,4221 WILSHIRE BLVD.,SUITE 290-5,LOS ANGELES,CA,90010,UNITED STATES,(323) 327-7684,34.07218,-118.3033
024149,013055,5/31/2024 12:00:00 AM,"CFR RINKENS, LLC  ","444 W. OCEAN BLVD SUITE 1200 LONG BEACH, CA 90802 UNITED STATES","RINKENS INTERNATIONAL, CFR LINE",444 W. OCEAN BLVD,SUITE 1200,LONG BEACH,CA,90802,UNITED STATES,(310) 223-0474,33.89242,-118.1726
030214,030214,4/30/2023 12:00:00 AM,CHAMPION SUPPLY CHAIN INC,"20324 FLINTGATE DRIVE DIAMOND BAR, CA 91789 UNITED STATES",N/A,20324 FLINTGATE DRIVE,,DIAMOND BAR,CA,91789,UNITED STATES,(917) 602-3923,34.01662,-117.8578
004773,001639,9/30/2023 12:00:00 AM,CHIPMAN CORPORATION,"1040 MARINA VILLAGE PARKWAY, SUITE 100 ALAMEDA, CA 94501 UNITED STATES",N/A,"1040 MARINA VILLAGE PARKWAY, SUITE 100",,ALAMEDA,CA,94501,UNITED STATES,(510) 748-8763,37.77668,-122.2599
022863,022863,3/31/2024 12:00:00 AM,CIL FREIGHT INC.,"14438 DON JULIAN ROAD CITY OF INDUSTRY, CA 91746 UNITED STATES",AMERICA TRANS INTERNATIONAL,14438 DON JULIAN ROAD,,CITY OF INDUSTRY,CA,91746,UNITED STATES,(626) 625-2241,33.83965,-84.24015
018215,018215,5/31/2023 12:00:00 AM,"CITY OCEAN INTERNATIONAL, INC.","21700 COPLEY DRIVE STE 100 DIAMOND BAR, CA 91765 UNITED STATES",N/A,21700 COPLEY DRIVE,STE 100,DIAMOND BAR,CA,91765,UNITED STATES,(909) 569-6968,33.99765,-117.8368
028307,002604,4/30/2025 12:00:00 AM,CJ LOGISTICS HOLDINGS AMERICA CORPORATION,"18805 S. LAUREL PARK ROAD RANCHO DOMINGUEZ, CA 90220 UNITED STATES",CJ LOGISTICS SERVICE CORPORATION,18805 S. LAUREL PARK ROAD,,RANCHO DOMINGUEZ,CA,90220,UNITED STATES,(714) 994-1200,33.89066,-118.239
006410,002995,5/31/2025 12:00:00 AM,CLEARFREIGHT INC,"1960 EAST GRAND AVENUE SUITE 700 EL SEGUNDO, CA 90245 UNITED STATES",N/A,1960 EAST GRAND AVENUE,SUITE 700,EL SEGUNDO,CA,90245,UNITED STATES,(310) 726-0400,33.90388,-118.3865
020087,020087,7/31/2025 12:00:00 AM,"CLEARPOINT INTERNATIONAL GROUP, LLC","1111 CORPORATE CENTER DRIVE STE 103 MONTEREY PARK, CA 91754 UNITED STATES",N/A,1111 CORPORATE CENTER DRIVE,STE 103,MONTEREY PARK,CA,91754,UNITED STATES,(310) 488-8458,34.04547,-118.1639
028330,028330,10/31/2023 12:00:00 AM,CMZ WORLDWIDE LOGISTICS INC.,"822 NOGALES ST CITY OF INDUSTRY, CA 91748 UNITED STATES",N/A,822 NOGALES ST,,CITY OF INDUSTRY,CA,91748,UNITED STATES,(626) 782-8026,33.98178,-117.8969
029223,029223,3/31/2023 12:00:00 AM,CNN LOGISTICS LLC,"1044 E DEL AMO BLVD CARSON, CA 90746 UNITED STATES",N/A,1044 E DEL AMO BLVD,,CARSON,CA,90746,UNITED STATES,(310) 683-4073,33.85844,-118.2554
024766,024766,6/30/2024 12:00:00 AM,CNX AMERICA CORP.,"1360 VALLEY VISTA DRIVE SUITE 208 DIAMOND BAR, CA 91765 UNITED STATES",GFG LAX INC.,1360 VALLEY VISTA DRIVE,SUITE 208,DIAMOND BAR,CA,91765,UNITED STATES,(310) 993-1914,34.00167,-117.9205
018754,018754,4/30/2024 12:00:00 AM,"COAST FORWARDING, LLC","1100 WEST TOWN & COUNTRY ROAD SUITE 1365 ORANGE, CA 92868 UNITED STATES",N/A,1100 WEST TOWN & COUNTRY ROAD,SUITE 1365,ORANGE,CA,92868,UNITED STATES,(714) 986-5111,33.77574,-117.8642
004890,001833,3/31/2023 12:00:00 AM,"COMMODITY FORWARDERS, INC.","11101 SOUTH LA CIENEGA BLVD. LOS ANGELES, CA 90045 UNITED STATES",N/A,11101 SOUTH LA CIENEGA BLVD.,,LOS ANGELES,CA,90045,UNITED STATES,(310) 348-8855,33.93443,-118.3702
021661,021661,1/31/2024 12:00:00 AM,"CONNECTED INTERNATIONAL, INC","5250 WEST CENTURY BLVD. SUITE 318 LOS ANGELES, CA 90045 UNITED STATES",N/A,5250 WEST CENTURY BLVD.,SUITE 318,LOS ANGELES,CA,90045,UNITED STATES,(310) 649-3800,33.94517,-118.3717
026395,026395,5/31/2025 12:00:00 AM,CONTINENT SOLUTION SYSTEM INC.,"1550 S. GROVE AVENUE ONTARIO, CA 91761 UNITED STATES",N/A,1550 S. GROVE AVENUE,,ONTARIO,CA,91761,UNITED STATES,(909) 259-9277,34.03165,-117.6187
016850,016850,10/31/2024 12:00:00 AM,COSMIC EXPRESS CORP.,"9142 NORWALK BLVD SANTE FE SPRINGS, CA 90670 UNITED STATES",N/A,9142 NORWALK BLVD,,SANTE FE SPRINGS,CA,90670,UNITED STATES,(909) 348-5780,33.94641,-118.0838
028500,028500,10/31/2022 12:00:00 AM,"CROSS-CONTINENTS TRANS, INC.","20955 PATHFINDER RD. #100 DIAMOND BAR, CA 91765 UNITED STATES",N/A,20955 PATHFINDER RD.,#100,DIAMOND BAR,CA,91765,UNITED STATES,(909) 843-6300,34.00658,-117.8098
025023,025023,3/31/2023 12:00:00 AM,"CROWN WORLDWIDE MOVING AND STORAGE, LLC","14826 WICKS BLVD. SAN LEANDRO, CA 94577 UNITED STATES",N/A,14826 WICKS BLVD.,,SAN LEANDRO,CA,94577,UNITED STATES,(510) 773-0150,37.72047,-122.1587
009420,3830,10/31/2023 12:00:00 AM,"CRYSTAL FORWARDING, INC.","1901 CAMINO VIDA ROBLE SUITE 206 CARLSBAD, CA 92008 UNITED STATES",N/A,1901 CAMINO VIDA ROBLE,SUITE 206,CARLSBAD,CA,92008,UNITED STATES,17604310266,33.12341,-117.2889
027775,027775,5/31/2025 12:00:00 AM,CSCL GLOBAL LIMITED,"6800 GATEWAY PARK DRIVE SAN DIEGO, CA 92154 UNITED STATES",N/A,6800 GATEWAY PARK DRIVE,,SAN DIEGO,CA,92154,UNITED STATES,(818) 518-8311,32.57528,-117.0707
012032,004650,10/31/2024 12:00:00 AM,CSL GROUP INC.,"17523 SOUTH SUSANA ROAD RANCHO DOMINGUEZ, CA 90221 UNITED STATES",CSL EXPRESS LINE,17523 SOUTH SUSANA ROAD,,RANCHO DOMINGUEZ,CA,90221,UNITED STATES,(310) 436-1340,33.87226,-118.2076
018497,003568,8/31/2024 12:00:00 AM,"CTSI LOGISTICS, INC.","1957 E. GLADWICK STREET RANCHO DOMINGUEZ, CA 90220 UNITED STATES",N/A,1957 E. GLADWICK STREET,,RANCHO DOMINGUEZ,CA,90220,UNITED STATES,(310) 755-6300,33.8551,-118.3014
022215,016350,10/31/2024 12:00:00 AM,CU LOGISTICS INC.,"19895 HARRISON AVENUE CITY OF INDUSTRY, CA 91789 UNITED STATES",UC FORWARDERS INC.,19895 HARRISON AVENUE,,CITY OF INDUSTRY,CA,91789,UNITED STATES,(626) 347-0850,34.00429,-117.8655
026874,026874,4/30/2025 12:00:00 AM,"CUSTODIA FREIGHT SERVICES, INC.","155 N LAKE AVENUE STE 800 PASADENA, CA 91101 UNITED STATES",N/A,155 N LAKE AVENUE,STE 800,PASADENA,CA,91101,UNITED STATES,(626) 765-6053,34.14676,-118.1391
019736,019736,6/30/2023 12:00:00 AM,"CUSTOMS CLEARANCE INTERNATIONAL, INC.","19300 SOUTH HAMILTON AVENUE SUITE 190 GARDENA, CA 90248 UNITED STATES",N/A,19300 SOUTH HAMILTON AVENUE,SUITE 190,GARDENA,CA,90248,UNITED STATES,(310) 322-3228,33.85474,-118.2855
025595,025595,5/31/2025 12:00:00 AM,"D&C INTERNATIONAL LOGISTICS CO., LTD.","1317 DIAMOND BAR BLVD. SUITE 5695 DIAMOND BAR, CA 91765 UNITED STATES",N/A,1317 DIAMOND BAR BLVD.,SUITE 5695,DIAMOND BAR,CA,91765,UNITED STATES,(626) 590-1810,34.00658,-117.8098
031279,026526,6/30/2023 12:00:00 AM,"DAEHAN STEEL AMERICA, INC.","1 POINTE DR. SUITE 325 BREA, CA 92821 UNITED STATES",N/A,1 POINTE DR.,SUITE 325,BREA,CA,92821,UNITED STATES,(714) 990-4000,33.9252,-117.8895
005627,002764,4/30/2024 12:00:00 AM,DANIEL H. CHEUNG,"436 N. CANAL STREET UNIT 14 SO. SAN FRANCISCO, CA 94080 UNITED STATES",D. CHEUNG INTERNATIONAL,436 N. CANAL STREET,UNIT 14,SO. SAN FRANCISCO,CA,94080,UNITED STATES,(650) 952-2502,37.65254,-122.4156
021069,021069,9/30/2024 12:00:00 AM,DATA FREIGHT LLC.,"2835 PELLISSIER PLACE CITY OF INDUSTRY, CA 90601 UNITED STATES",N/A,2835 PELLISSIER PLACE,,CITY OF INDUSTRY,CA,90601,UNITED STATES,(562) 699-1288,33.95877,-118.3731
028262,028262,2/28/2024 12:00:00 AM,DAVID W MA,"2191 EVA STREET NAPA, CA 94559 UNITED STATES",BLACK STALLION GLOBAL SHIPPING,2191 EVA STREET,,NAPA,CA,94559,UNITED STATES,(415) 265-3459,38.29036,-122.2841
014743,014743,3/31/2024 12:00:00 AM,DECKWELL SKY (USA) INC.,"14343 EAST DON JULIAN ROAD CITY OF INDUSTRY, CA 91746 UNITED STATES",MONARCH CONTAINER LINE,14343 EAST DON JULIAN ROAD,,CITY OF INDUSTRY,CA,91746,UNITED STATES,(626) 330-7188,34.03212,-117.9849
020963,020963,3/31/2024 12:00:00 AM,DEDOLA GLOBAL LOGISTICS,"3822 KATELLA AVENUE LOS ALAMITOS, CA 90720 UNITED STATES",N/A,3822 KATELLA AVENUE,,LOS ALAMITOS,CA,90720,UNITED STATES,(562) 594-8988,33.80271,-118.0662
028697,028697,7/31/2022 12:00:00 AM,DENMAR US LLC,"249 E. OCEAN BLVD. SUITE 212 LONG BEACH, CA 90802 UNITED STATES",N/A,249 E. OCEAN BLVD.,SUITE 212,LONG BEACH,CA,90802,UNITED STATES,(562) 912-7630,33.77055,-118.182
025458,025458,8/31/2024 12:00:00 AM,"DEPENDABLE GLOBAL EXPRESS, INC.","16800 TROJAN WAY LA MIRADA, CA 90638 UNITED STATES",DGX,16800 TROJAN WAY,,LA MIRADA,CA,90638,UNITED STATES,(310) 669-8888,33.90668,-118.0101
018455,018455,5/31/2024 12:00:00 AM,"DEWITT COMPANIES LTD., LLC","9089 CLAIREMONT MESA BLVD. SUITE 301 SAN DIEGO, CA 92123 UNITED STATES",DEWITT MOVE WORLDWIDE,9089 CLAIREMONT MESA BLVD.,SUITE 301,SAN DIEGO,CA,92123,UNITED STATES,(858) 565-2093,32.83093,-117.1333
028806,028806,6/30/2025 12:00:00 AM,DF SERVICES LLC,"1657 WEST 108TH STREET LOS ANGELES, CA 90047 UNITED STATES",N/A,1657 WEST 108TH STREET,,LOS ANGELES,CA,90047,UNITED STATES,(424) 337-1300,33.9569,-118.3073
031461,031461,1/31/2024 12:00:00 AM,"DGA SERVICES, INC.","1075 MONTAGUE EXPRESSWAY MILPITAS, CA 95035 UNITED STATES",N/A,1075 MONTAGUE EXPRESSWAY,,MILPITAS,CA,95035,UNITED STATES,(408) 232-4800,37.43649,-121.8929
025447,025447,7/31/2024 12:00:00 AM,DHK EXPRESS INC.,"403 GLENEAGLES PLACE LA CANADA FLINTRIDGE, CA 91011 UNITED STATES",N/A,403 GLENEAGLES PLACE,,LA CANADA FLINTRIDGE,CA,91011,UNITED STATES,(626) 817-6015,34.20928,-118.199
024484,024484,4/30/2025 12:00:00 AM,"DHY SHIPPING LINE, INC.","939 S. ATLANTIC BLVD. SUITE 207 MONTEREY PARK, CA 91754 UNITED STATES",N/A,939 S. ATLANTIC BLVD.,SUITE 207,MONTEREY PARK,CA,91754,UNITED STATES,(310) 818-3210,34.03933,-117.778
025158,024535,5/31/2023 12:00:00 AM,DMT GLOBAL LOGISTICS LLC,"634 N. POPLAR STREET UNIT H ORANGE, CA 92868 UNITED STATES",N/A,634 N. POPLAR STREET,UNIT H,ORANGE,CA,92868,UNITED STATES,(949) 294-1648,33.7861,-117.8799
027844,027844,4/30/2024 12:00:00 AM,DNA AUTO GROUP,"23560 PARK BELMONTE CALABASAS, CA 91302 UNITED STATES",N/A,23560 PARK BELMONTE,,CALABASAS,CA,91302,UNITED STATES,(818) 294-4814,34.14185,-118.6641
022906,022906,6/30/2025 12:00:00 AM,DUKE SYSTEM LOGISTICS INC.,"5150 S ARCHIBALD AVE ONTARIO, CA 91762 UNITED STATES",N/A,5150 S ARCHIBALD AVE,,ONTARIO,CA,91762,UNITED STATES,9093851688,33.99498,-117.8961
029823,029823,3/31/2023 12:00:00 AM,DYNASTY SHIPPING LLC,"12770 MOORE STREET CERRITOS, CA 90703 UNITED STATES",N/A,12770 MOORE STREET,,CERRITOS,CA,90703,UNITED STATES,(562) 474-8289,33.85833,-118.0639
027002,027002,2/28/2025 12:00:00 AM,E CARGO INC.,"13831 ROSWELL AVE #H CHINO, CA 91710 UNITED STATES",N/A,13831 ROSWELL AVE,#H,CHINO,CA,91710,UNITED STATES,(909) 548-3711,34.01253,-117.6844
014104,003645,5/31/2024 12:00:00 AM,"E.C. FERRER CHB, INC.","4425 ATLANTIC AVENUE SUITE A-14 LONG BEACH, CA 90807 UNITED STATES",N/A,4425 ATLANTIC AVENUE,SUITE A-14,LONG BEACH,CA,90807,UNITED STATES,(562) 422-6492,33.83071,-118.1809
017433,017433,3/31/2023 12:00:00 AM,"EARTH CARGO, INC.","1025 W. ARBOR VITAE INGLEWOOD, CA 90301 UNITED STATES",N/A,1025 W. ARBOR VITAE,,INGLEWOOD,CA,90301,UNITED STATES,(310) 670-7300,33.95293,-118.3747
019430,019430,10/31/2023 12:00:00 AM,EARTHLINK CARGO AND CUSTOMS SERVICE,"6449 WHITTIER BLVD. LOS ANGELES, CA 90022 UNITED STATES",N/A,6449 WHITTIER BLVD.,,LOS ANGELES,CA,90022,UNITED STATES,(323) 722-1636,34.01557,-118.1329
026901,026901,1/31/2025 12:00:00 AM,EAST WEST CONTAINER LINE INC,"14778 PIPELINE AVE STE. B CHINO HILLS, CA 91709 UNITED STATES",N/A,14778 PIPELINE AVE,STE. B,CHINO HILLS,CA,91709,UNITED STATES,(909) 551-0102,33.97974,-117.7308
024198,024198,8/31/2022 12:00:00 AM,EASY EXPRESS INC.,"19401 S. VERMONT AVENUE SUITE D-100 TORRANCE, CA 90502 UNITED STATES",N/A,19401 S. VERMONT AVENUE,SUITE D-100,TORRANCE,CA,90502,UNITED STATES,(424) 227-9478,33.93206,-118.3697
026544,026544,4/30/2024 12:00:00 AM,"ECCP LOGISTICS, INC.","2550 W. MAIN STREET SUITE 203 ALHAMBRA, CA 91801 UNITED STATES",N/A,2550 W. MAIN STREET,SUITE 203,ALHAMBRA,CA,91801,UNITED STATES,(626) 817-9168,34.09143,-118.1293
030046,030046,6/30/2024 12:00:00 AM,ECOSPHERE GLOBAL LOGISTICS LLC,"360 N. PACIFIC COAST HIGHWAY EL SEGUNDO, CA 90245 UNITED STATES",N/A,360 N. PACIFIC COAST HIGHWAY,,EL SEGUNDO,CA,90245,UNITED STATES,(421) 400-2918,33.92427,-118.4119
028207,028207,7/31/2022 12:00:00 AM,ECS UNIVERSAL INC.,"6980 ARAGON CIRCLE, #1 BUENA PARK, CA 90620 UNITED STATES",N/A,"6980 ARAGON CIRCLE, #1",,BUENA PARK,CA,90620,UNITED STATES,(626) 691-3161,33.84061,-118.0114
028132,028132,2/28/2023 12:00:00 AM,EFFICIENT LOGISTICS INC,"1809 246TH STREET LOMITA, CA 90717 UNITED STATES",N/A,1809 246TH STREET,,LOMITA,CA,90717,UNITED STATES,(424) 306-9896,33.79334,-118.3169
018849,018849,9/30/2024 12:00:00 AM,"EFI LOGISTICS, INC.","235 MONTGOMERY STREET SUITE 1150 SAN FRANCISCO, CA 94104 UNITED STATES",N/A,235 MONTGOMERY STREET,SUITE 1150,SAN FRANCISCO,CA,94104,UNITED STATES,(415) 344-4820,37.7914,-122.4028
020610,020610,10/31/2023 12:00:00 AM,EFM USA INC.,"20925 BONITA STREET CARSON, CA 90746 UNITED STATES",EFM MANAGEMENT INC.,20925 BONITA STREET,,CARSON,CA,90746,UNITED STATES,(310) 808-9911,33.87869,-118.2605
022530,022530,10/31/2023 12:00:00 AM,EMARAT SHIPPING INC.,"4126 E. LA PALMA AVENUE ANAHEIM, CA 92807 UNITED STATES",N/A,4126 E. LA PALMA AVENUE,,ANAHEIM,CA,92807,UNITED STATES,(714) 996-9950,33.85802,-117.8256
008725,003243,3/31/2024 12:00:00 AM,"EMPIRE TRANSPORT & FORWARDING, INC.","2421 WEST 205TH STREET SUITE D-106 TORRANCE, CA 90501 UNITED STATES",N/A,2421 WEST 205TH STREET,SUITE D-106,TORRANCE,CA,90501,UNITED STATES,(310) 212-7000,33.84504,-118.3242
026889,026889,9/30/2022 12:00:00 AM,"EMS FREIGHT LOGISTICS,LLC","419 EAST 59TH STREET LONG BEACH, CA 90805 UNITED STATES",N/A,419 EAST 59TH STREET,,LONG BEACH,CA,90805,UNITED STATES,(562) 370-0582,33.86346,-118.1801
015696,015696,6/30/2025 12:00:00 AM,"ENC, INC.","19811 S. HAMILTON AVENUE TORRANCE, CA 90502 UNITED STATES",N/A,19811 S. HAMILTON AVENUE,,TORRANCE,CA,90502,UNITED STATES,(310) 630-8001,33.82856,-118.292
027656,027656,6/30/2024 12:00:00 AM,EPIC FREIGHT SOLUTIONS LLC,"15901 HAWTHORNE BLVD. SUITE 490 LAWNDALE, CA 90260 UNITED STATES",N/A,15901 HAWTHORNE BLVD.,SUITE 490,LAWNDALE,CA,90260,UNITED STATES,(818) 464-3742,33.88791,-118.351
020902,020902,2/28/2025 12:00:00 AM,"EVANGEL SHIPPING, INC.","2817 E CEDAR ST SUITE # 100 ONTARIO, CA 91761 UNITED STATES",N/A,2817 E CEDAR ST,SUITE # 100,ONTARIO,CA,91761,UNITED STATES,(626) 695-8031,34.03165,-117.6187
017062,017062,2/28/2024 12:00:00 AM,EVER-LEADING INTERNATIONAL INC.,"419 SOUTH PINE STREET SAN GABRIEL, CA 91776 UNITED STATES",N/A,419 SOUTH PINE STREET,,SAN GABRIEL,CA,91776,UNITED STATES,(626) 656-8228,34.09619,-118.0894
029987,029987,7/31/2025 12:00:00 AM,EVERLINK INTERNATIONAL LOGISTICS,"12223 HIGHLAND AVE SUITE 106-840 RANCHO CUCAMONGA, CA 91739 UNITED STATES",N/A,12223 HIGHLAND AVE,SUITE 106-840,RANCHO CUCAMONGA,CA,91739,UNITED STATES,(909) 892-9682,34.11987,-117.5193
030907,030907,7/31/2025 12:00:00 AM,EXCELLENT FREIGHT INC,"419 E. ROSSLYNN AVENUE FULLERTON, CA 92832 UNITED STATES",N/A,419 E. ROSSLYNN AVENUE,,FULLERTON,CA,92832,UNITED STATES,(714) 833-6179,33.8685,-117.9294
023340,002981,1/31/2025 12:00:00 AM,"EXPRESS FORWARDING, LLC","720 EAST 'E' STREET SUITE B WILMINGTON, CA 90744 UNITED STATES",N/A,720 EAST 'E' STREET,SUITE B,WILMINGTON,CA,90744,UNITED STATES,(310) 549-8174,33.77548,-118.2514
017123,017123,3/31/2023 12:00:00 AM,"EXPRESS FREIGHT INTERNATIONAL, INC.","2027 WILLIAMS STREET SAN LEANDRO, CA 94577 UNITED STATES",N/A,2027 WILLIAMS STREET,,SAN LEANDRO,CA,94577,UNITED STATES,(510) 357-0850,37.70916,-122.1763
006930,003195,5/31/2025 12:00:00 AM,EXPRESS LINE CORP.,"901 W. ARBOR VITAE STREET INGLEWOOD, CA 90301 UNITED STATES",N/A,901 W. ARBOR VITAE STREET,,INGLEWOOD,CA,90301,UNITED STATES,(310) 645-1355,33.95307,-118.3722
024044,024044,4/30/2024 12:00:00 AM,EXPRESS LINE INTERNATIONAL CORP.,"436 NORTH CANAL ST. SUITE 13 SOUTH SAN FRANCISCO, CA 94080 UNITED STATES",N/A,436 NORTH CANAL ST.,SUITE 13,SOUTH SAN FRANCISCO,CA,94080,UNITED STATES,(650) 873-0288,37.65017,-122.3967
017560,017560,10/31/2024 12:00:00 AM,"EXTRA LOGISTICS, LLC","5150 CANDLEWOOD STREET SUITE 20-B LAKEWOOD, CA 90712 UNITED STATES",N/A,5150 CANDLEWOOD STREET,SUITE 20-B,LAKEWOOD,CA,90712,UNITED STATES,(562) 461-0676,33.85334,-118.1327
016113,003269,9/30/2024 12:00:00 AM,"EXXEL EXPRESS, LLC","550 EAST CARSON PLAZA DRIVE SUITE 217 CARSON, CA 90746 UNITED STATES",N/A,550 EAST CARSON PLAZA DRIVE,SUITE 217,CARSON,CA,90746,UNITED STATES,(310) 515-5758,33.84374,-118.2648
005733,003545,5/31/2024 12:00:00 AM,F.R.T. INTERNATIONAL INC.,"1700 N. ALAMEDA STREET COMPTON, CA 90222 UNITED STATES",FRONTIER LOGISTICS SERVICES,1700 N. ALAMEDA STREET,,COMPTON,CA,90222,UNITED STATES,(310) 604-8208,33.90737,-118.2216
